"","x"
"15672","Multifamily Housing"
"15673","Multifamily Housing"
"15674","Multifamily Housing"
"15675","Multifamily Housing"
"15676","Multifamily Housing"
"15677","Multifamily Housing"
"15678","Multifamily Housing"
"15679","Multifamily Housing"
"15680","Multifamily Housing"
"15681","Multifamily Housing"
"15682","Multifamily Housing"
"15683","Multifamily Housing"
"15684","Multifamily Housing"
"15685","Multifamily Housing"
"15686","Multifamily Housing"
"15687","Multifamily Housing"
"15688","Multifamily Housing"
"15689","Office"
"15690","Multifamily Housing"
"15691","Multifamily Housing"
"15692","Multifamily Housing"
"15693","Entertainment"
"15694","Multifamily Housing"
"15695","Office"
"15696","Multifamily Housing"
"15697","Multifamily Housing"
"15698","Multifamily Housing"
"15699","Multifamily Housing"
"15700","Multifamily Housing"
"15701","Multifamily Housing"
"15702","Multifamily Housing"
"15703","Multifamily Housing"
"15704","Multifamily Housing"
"15705","Multifamily Housing"
"15706","Multifamily Housing"
"15707","Multifamily Housing"
"15708","Multifamily Housing"
"15709","Multifamily Housing"
"15710","Multifamily Housing"
"15711","Multifamily Housing"
"15712","Multifamily Housing"
"15713","Warehouse"
"15714","Hotel"
"15715","Warehouse"
"15716","House of Worship"
"15717","Warehouse"
"15718","Multifamily Housing"
"15719","Multifamily Housing"
"15720","Multifamily Housing"
"15721","Multifamily Housing"
"15722","Multifamily Housing"
"15723","Multifamily Housing"
"15724","Multifamily Housing"
"15725","Multifamily Housing"
"15726","Multifamily Housing"
"15727","Multifamily Housing"
"15728","Multifamily Housing"
"15729","Multifamily Housing"
"15730","Multifamily Housing"
"15731","Multifamily Housing"
"15732","Multifamily Housing"
"15733","Multifamily Housing"
"15734","Multifamily Housing"
"15735","Multifamily Housing"
"15736","Multifamily Housing"
"15737","Multifamily Housing"
"15738","Multifamily Housing"
"15739","Multifamily Housing"
"15740","Multifamily Housing"
"15741","Multifamily Housing"
"15742","Multifamily Housing"
"15743","Multifamily Housing"
"15744","Multifamily Housing"
"15745","Multifamily Housing"
"15746","Multifamily Housing"
"15747","Multifamily Housing"
"15748","Multifamily Housing"
"15749","Multifamily Housing"
"15750","Multifamily Housing"
"15751","Multifamily Housing"
"15752","Multifamily Housing"
"15753","Multifamily Housing"
"15754","Multifamily Housing"
"15755","Multifamily Housing"
"15756","Multifamily Housing"
"15757","Multifamily Housing"
"15758","Multifamily Housing"
"15759","Multifamily Housing"
"15760","Multifamily Housing"
"15761","Multifamily Housing"
"15762","Multifamily Housing"
"15763","Multifamily Housing"
"15764","Multifamily Housing"
"15765","Multifamily Housing"
"15766","Multifamily Housing"
"15767","Multifamily Housing"
"15768","Multifamily Housing"
"15769","Multifamily Housing"
"15770","Multifamily Housing"
"15771","Multifamily Housing"
"15772","Multifamily Housing"
"15773","Multifamily Housing"
"15774","Multifamily Housing"
"15775","Multifamily Housing"
"15776","Multifamily Housing"
"15777","Multifamily Housing"
"15778","Multifamily Housing"
"15779","Multifamily Housing"
"15780","Multifamily Housing"
"15781","Multifamily Housing"
"15782","Multifamily Housing"
"15783","Multifamily Housing"
"15784","Multifamily Housing"
"15785","Multifamily Housing"
"15786","Multifamily Housing"
"15787","Multifamily Housing"
"15788","Multifamily Housing"
"15789","Multifamily Housing"
"15790","Multifamily Housing"
"15791","Multifamily Housing"
"15792","Multifamily Housing"
"15793","Multifamily Housing"
"15794","Multifamily Housing"
"15795","Multifamily Housing"
"15796","Multifamily Housing"
"15797","Multifamily Housing"
"15798","Multifamily Housing"
"15799","Multifamily Housing"
"15800","Multifamily Housing"
"15801","Multifamily Housing"
"15802","Multifamily Housing"
"15803","Multifamily Housing"
"15804","Multifamily Housing"
"15805","Multifamily Housing"
"15806","Multifamily Housing"
"15807","Multifamily Housing"
"15808","Multifamily Housing"
"15809","Multifamily Housing"
"15810","Multifamily Housing"
"15811","Multifamily Housing"
"15812","Multifamily Housing"
"15813","Multifamily Housing"
"15814","Multifamily Housing"
"15815","Multifamily Housing"
"15816","Multifamily Housing"
"15817","Multifamily Housing"
"15818","Multifamily Housing"
"15819","Multifamily Housing"
"15820","Multifamily Housing"
"15821","Multifamily Housing"
"15822","Multifamily Housing"
"15823","Multifamily Housing"
"15824","Multifamily Housing"
"15825","Multifamily Housing"
"15826","Retail"
"15827","Multifamily Housing"
"15828","Multifamily Housing"
"15829","Multifamily Housing"
"15830","Multifamily Housing"
"15831","Multifamily Housing"
"15832","Multifamily Housing"
"15833","Multifamily Housing"
"15834","Multifamily Housing"
"15835","Multifamily Housing"
"15836","Multifamily Housing"
"15837","Multifamily Housing"
"15838","Multifamily Housing"
"15839","Multifamily Housing"
"15840","Multifamily Housing"
"15841","Multifamily Housing"
"15842","Multifamily Housing"
"15843","Multifamily Housing"
"15844","Multifamily Housing"
"15845","Multifamily Housing"
"15846","Multifamily Housing"
"15847","Multifamily Housing"
"15848","Multifamily Housing"
"15849","Multifamily Housing"
"15850","Multifamily Housing"
"15851","Multifamily Housing"
"15852","Multifamily Housing"
"15853","Multifamily Housing"
"15854","Multifamily Housing"
"15855","Multifamily Housing"
"15856","Multifamily Housing"
"15857","Multifamily Housing"
"15858","Multifamily Housing"
"15859","Multifamily Housing"
"15860","Multifamily Housing"
"15861","Multifamily Housing"
"15862","Multifamily Housing"
"15863","Multifamily Housing"
"15864","Multifamily Housing"
"15865","Multifamily Housing"
"15866","Multifamily Housing"
"15867","Multifamily Housing"
"15868","Multifamily Housing"
"15869","Multifamily Housing"
"15870","Multifamily Housing"
"15871","Multifamily Housing"
"15872","Multifamily Housing"
"15873","Multifamily Housing"
"15874","Multifamily Housing"
"15875","Multifamily Housing"
"15876","Multifamily Housing"
"15877","Multifamily Housing"
"15878","Multifamily Housing"
"15879","Multifamily Housing"
"15880","Multifamily Housing"
"15881","Multifamily Housing"
"15882","Multifamily Housing"
"15883","Multifamily Housing"
"15884","Multifamily Housing"
"15885","Multifamily Housing"
"15886","Multifamily Housing"
"15887","Multifamily Housing"
"15888","Multifamily Housing"
"15889","Multifamily Housing"
"15890","Multifamily Housing"
"15891","Multifamily Housing"
"15892","Multifamily Housing"
"15893","Multifamily Housing"
"15894","Multifamily Housing"
"15895","Multifamily Housing"
"15896","Multifamily Housing"
"15897","Multifamily Housing"
"15898","Multifamily Housing"
"15899","Multifamily Housing"
"15900","Multifamily Housing"
"15901","Multifamily Housing"
"15902","Multifamily Housing"
"15903","Multifamily Housing"
"15904","Multifamily Housing"
"15905","Multifamily Housing"
"15906","Multifamily Housing"
"15907","Multifamily Housing"
"15908","Multifamily Housing"
"15909","Hotel"
"15910","Multifamily Housing"
"15911","Multifamily Housing"
"15912","Multifamily Housing"
"15913","Multifamily Housing"
"15914","Multifamily Housing"
"15915","Multifamily Housing"
"15916","Multifamily Housing"
"15917","Multifamily Housing"
"15918","Mall"
"15919","Office"
"15920","Multifamily Housing"
"15921","Multifamily Housing"
"15922","Multifamily Housing"
"15923","Multifamily Housing"
"15924","Multifamily Housing"
"15925","Multifamily Housing"
"15926","Multifamily Housing"
"15927","Multifamily Housing"
"15928","Multifamily Housing"
"15929","Office"
"15930","Multifamily Housing"
"15931","Multifamily Housing"
"15932","Multifamily Housing"
"15933","Multifamily Housing"
"15934","Office"
"15935","Multifamily Housing"
"15936","Multifamily Housing"
"15937","Multifamily Housing"
"15938","Multifamily Housing"
"15939","Multifamily Housing"
"15940","Senior Care"
"15941","Senior Care"
"15942","Multifamily Housing"
"15943","Office"
"15944","Multifamily Housing"
"15945","Retail"
"15946","Multifamily Housing"
"15947","Multifamily Housing"
"15948","Multifamily Housing"
"15949","Multifamily Housing"
"15950","Multifamily Housing"
"15951","Multifamily Housing"
"15952","Multifamily Housing"
"15953","Multifamily Housing"
"15954","Multifamily Housing"
"15955","Multifamily Housing"
"15956","Retail"
"15957","Multifamily Housing"
"15958","Multifamily Housing"
"15959","Multifamily Housing"
"15960","Multifamily Housing"
"15961","Multifamily Housing"
"15962","Multifamily Housing"
"15963","Multifamily Housing"
"15964","Multifamily Housing"
"15965","Multifamily Housing"
"15966","Multifamily Housing"
"15967","Multifamily Housing"
"15968","Multifamily Housing"
"15969","Multifamily Housing"
"15970","Multifamily Housing"
"15971","Multifamily Housing"
"15972","Multifamily Housing"
"15973","Multifamily Housing"
"15974","Multifamily Housing"
"15975","Multifamily Housing"
"15976","Multifamily Housing"
"15977","Multifamily Housing"
"15978","Multifamily Housing"
"15979","Multifamily Housing"
"15980","Multifamily Housing"
"15981","Multifamily Housing"
"15982","Multifamily Housing"
"15983","Multifamily Housing"
"15984","Multifamily Housing"
"15985","Multifamily Housing"
"15986","Multifamily Housing"
"15987","Multifamily Housing"
"15988","Multifamily Housing"
"15989","Multifamily Housing"
"15990","Multifamily Housing"
"15991","Multifamily Housing"
"15992","Multifamily Housing"
"15993","Multifamily Housing"
"15994","Multifamily Housing"
"15995","Multifamily Housing"
"15996","Multifamily Housing"
"15997","Multifamily Housing"
"15998","Multifamily Housing"
"15999","Multifamily Housing"
"16000","Multifamily Housing"
"16001","Multifamily Housing"
"16002","Multifamily Housing"
"16003","Multifamily Housing"
"16004","Multifamily Housing"
"16005","Multifamily Housing"
"16006","Multifamily Housing"
"16007","Multifamily Housing"
"16008","Multifamily Housing"
"16009","Multifamily Housing"
"16010","Multifamily Housing"
"16011","Multifamily Housing"
"16012","Multifamily Housing"
"16013","Multifamily Housing"
"16014","Multifamily Housing"
"16015","Multifamily Housing"
"16016","Multifamily Housing"
"16017","Multifamily Housing"
"16018","Multifamily Housing"
"16019","Multifamily Housing"
"16020","Multifamily Housing"
"16021","Multifamily Housing"
"16022","Multifamily Housing"
"16023","Multifamily Housing"
"16024","Multifamily Housing"
"16025","Multifamily Housing"
"16026","Multifamily Housing"
"16027","Multifamily Housing"
"16028","Multifamily Housing"
"16029","Entertainment"
"16030","Multifamily Housing"
"16031","Multifamily Housing"
"16032","Multifamily Housing"
"16033","Multifamily Housing"
"16034","Multifamily Housing"
"16035","Multifamily Housing"
"16036","Office"
"16037","Multifamily Housing"
"16038","Warehouse"
"16039","Multifamily Housing"
"16040","Multifamily Housing"
"16041","Warehouse"
"16042","Multifamily Housing"
"16043","Warehouse"
"16044","Warehouse"
"16045","Warehouse"
"16046","Warehouse"
"16047","Warehouse"
"16048","Warehouse"
"16049","Warehouse"
"16050","Warehouse"
"16051","Warehouse"
"16052","Warehouse"
"16053","Warehouse"
"16054","Warehouse"
"16055","Retail"
"16056","Warehouse"
"16057","Warehouse"
"16058","Multifamily Housing"
"16059","Multifamily Housing"
"16060","Multifamily Housing"
"16061","Multifamily Housing"
"16062","Multifamily Housing"
"16063","Multifamily Housing"
"16064","Multifamily Housing"
"16065","Multifamily Housing"
"16066","Multifamily Housing"
"16067","Multifamily Housing"
"16068","Multifamily Housing"
"16069","Multifamily Housing"
"16070","Multifamily Housing"
"16071","Multifamily Housing"
"16072","House of Worship"
"16073","Multifamily Housing"
"16074","Multifamily Housing"
"16075","Multifamily Housing"
"16076","Multifamily Housing"
"16077","Multifamily Housing"
"16078","Multifamily Housing"
"16079","Multifamily Housing"
"16080","Multifamily Housing"
"16081","Multifamily Housing"
"16082","Multifamily Housing"
"16083","Multifamily Housing"
"16084","Multifamily Housing"
"16085","Multifamily Housing"
"16086","Multifamily Housing"
"16087","Multifamily Housing"
"16088","Multifamily Housing"
"16089","Multifamily Housing"
"16090","Multifamily Housing"
"16091","Multifamily Housing"
"16092","Multifamily Housing"
"16093","Multifamily Housing"
"16094","Multifamily Housing"
"16095","Multifamily Housing"
"16096","Other"
"16097","Multifamily Housing"
"16098","Multifamily Housing"
"16099","Multifamily Housing"
"16100","Multifamily Housing"
"16101","Multifamily Housing"
"16102","Multifamily Housing"
"16103","Multifamily Housing"
"16104","Multifamily Housing"
"16105","Multifamily Housing"
"16106","Multifamily Housing"
"16107","Multifamily Housing"
"16108","Multifamily Housing"
"16109","Multifamily Housing"
"16110","Multifamily Housing"
"16111","Multifamily Housing"
"16112","Multifamily Housing"
"16113","Multifamily Housing"
"16114","Multifamily Housing"
"16115","Multifamily Housing"
"16116","Multifamily Housing"
"16117","Multifamily Housing"
"16118","Multifamily Housing"
"16119","Multifamily Housing"
"16120","Multifamily Housing"
"16121","Multifamily Housing"
"16122","Multifamily Housing"
"16123","Multifamily Housing"
"16124","Multifamily Housing"
"16125","Multifamily Housing"
"16126","Multifamily Housing"
"16127","Retail"
"16128","House of Worship"
"16129","Multifamily Housing"
"16130","Other"
"16131","Multifamily Housing"
"16132","Multifamily Housing"
"16133","Multifamily Housing"
"16134","Mixed Use"
"16135","Multifamily Housing"
"16136","Multifamily Housing"
"16137","Multifamily Housing"
"16138","Multifamily Housing"
"16139","Multifamily Housing"
"16140","Multifamily Housing"
"16141","Multifamily Housing"
"16142","Multifamily Housing"
"16143","Multifamily Housing"
"16144","Multifamily Housing"
"16145","Multifamily Housing"
"16146","Multifamily Housing"
"16147","Multifamily Housing"
"16148","Multifamily Housing"
"16149","Multifamily Housing"
"16150","Multifamily Housing"
"16151","Multifamily Housing"
"16152","Multifamily Housing"
"16153","Multifamily Housing"
"16154","Multifamily Housing"
"16155","Multifamily Housing"
"16156","Multifamily Housing"
"16157","Multifamily Housing"
"16158","Multifamily Housing"
"16159","Multifamily Housing"
"16160","Multifamily Housing"
"16161","Multifamily Housing"
"16162","Multifamily Housing"
"16163","Multifamily Housing"
"16164","Multifamily Housing"
"16165","Multifamily Housing"
"16166","Multifamily Housing"
"16167","Multifamily Housing"
"16168","Multifamily Housing"
"16169","Multifamily Housing"
"16170","Multifamily Housing"
"16171","Multifamily Housing"
"16172","Multifamily Housing"
"16173","Multifamily Housing"
"16174","Multifamily Housing"
"16175","Multifamily Housing"
"16176","Multifamily Housing"
"16177","Multifamily Housing"
"16178","Multifamily Housing"
"16179","Multifamily Housing"
"16180","Multifamily Housing"
"16181","Multifamily Housing"
"16182","Multifamily Housing"
"16183","Multifamily Housing"
"16184","Multifamily Housing"
"16185","Warehouse"
"16186","Multifamily Housing"
"16187","Multifamily Housing"
"16188","Warehouse"
"16189","Other"
"16190","Other"
"16191","Multifamily Housing"
"16192","Retail"
"16193","Retail"
"16194","Medical Office"
"16195","Multifamily Housing"
"16196","Warehouse"
"16197","Warehouse"
"16198","Multifamily Housing"
"16199","Office"
"16200","House of Worship"
"16201","Supermarket"
"16202","Supermarket"
"16203","Multifamily Housing"
"16204","Multifamily Housing"
"16205","Multifamily Housing"
"16206","Multifamily Housing"
"16207","Multifamily Housing"
"16208","Multifamily Housing"
"16209","Multifamily Housing"
"16210","Supermarket"
"16211","Multifamily Housing"
"16212","Multifamily Housing"
"16213","Multifamily Housing"
"16214","Other"
"16215","Office"
"16216","Hotel"
"16217","Multifamily Housing"
"16218","Multifamily Housing"
"16219","Multifamily Housing"
"16220","Multifamily Housing"
"16221","Multifamily Housing"
"16222","Multifamily Housing"
"16223","Multifamily Housing"
"16224","Multifamily Housing"
"16225","Multifamily Housing"
"16226","Multifamily Housing"
"16227","Multifamily Housing"
"16228","Multifamily Housing"
"16229","Multifamily Housing"
"16230","Multifamily Housing"
"16231","Multifamily Housing"
"16232","Multifamily Housing"
"16233","Multifamily Housing"
"16234","Multifamily Housing"
"16235","Multifamily Housing"
"16236","Multifamily Housing"
"16237","Multifamily Housing"
"16238","Multifamily Housing"
"16239","Multifamily Housing"
"16240","Multifamily Housing"
"16241","Retail"
"16242","Retail"
"16243","Multifamily Housing"
"16244","Multifamily Housing"
"16245","Multifamily Housing"
"16246","Multifamily Housing"
"16247","Multifamily Housing"
"16248","Multifamily Housing"
"16249","Multifamily Housing"
"16250","Multifamily Housing"
"16251","Multifamily Housing"
"16252","Multifamily Housing"
"16253","Multifamily Housing"
"16254","Multifamily Housing"
"16255","Multifamily Housing"
"16256","Office"
"16257","Multifamily Housing"
"16258","Multifamily Housing"
"16259","Multifamily Housing"
"16260","Multifamily Housing"
"16261","Multifamily Housing"
"16262","Multifamily Housing"
"16263","Multifamily Housing"
"16264","Multifamily Housing"
"16265","Multifamily Housing"
"16266","Multifamily Housing"
"16267","Multifamily Housing"
"16268","Multifamily Housing"
"16269","Multifamily Housing"
"16270","Office"
"16271","Multifamily Housing"
"16272","Multifamily Housing"
"16273","Multifamily Housing"
"16274","Multifamily Housing"
"16275","Multifamily Housing"
"16276","Multifamily Housing"
"16277","Multifamily Housing"
"16278","Multifamily Housing"
"16279","Multifamily Housing"
"16280","Multifamily Housing"
"16281","Multifamily Housing"
"16282","Multifamily Housing"
"16283","Multifamily Housing"
"16284","Multifamily Housing"
"16285","Multifamily Housing"
"16286","Multifamily Housing"
"16287","Multifamily Housing"
"16288","Retail"
"16289","Warehouse"
"16290","Multifamily Housing"
"16291","Multifamily Housing"
"16292","Multifamily Housing"
"16293","Multifamily Housing"
"16294","Multifamily Housing"
"16295","Office"
"16296","Multifamily Housing"
"16297","Multifamily Housing"
"16298","Multifamily Housing"
"16299","Multifamily Housing"
"16300","Multifamily Housing"
"16301","Multifamily Housing"
"16302","Multifamily Housing"
"16303","Multifamily Housing"
"16304","Multifamily Housing"
"16305","Multifamily Housing"
"16306","Multifamily Housing"
"16307","Multifamily Housing"
"16308","Multifamily Housing"
"16309","Multifamily Housing"
"16310","Multifamily Housing"
"16311","Multifamily Housing"
"16312","Multifamily Housing"
"16313","Multifamily Housing"
"16314","Multifamily Housing"
"16315","Multifamily Housing"
"16316","Multifamily Housing"
"16317","Multifamily Housing"
"16318","Multifamily Housing"
"16319","Multifamily Housing"
"16320","Multifamily Housing"
"16321","Multifamily Housing"
"16322","Multifamily Housing"
"16323","Multifamily Housing"
"16324","Multifamily Housing"
"16325","Multifamily Housing"
"16326","Multifamily Housing"
"16327","Multifamily Housing"
"16328","Multifamily Housing"
"16329","Multifamily Housing"
"16330","Multifamily Housing"
"16331","Multifamily Housing"
"16332","Multifamily Housing"
"16333","Multifamily Housing"
"16334","Multifamily Housing"
"16335","Multifamily Housing"
"16336","Multifamily Housing"
"16337","Multifamily Housing"
"16338","Multifamily Housing"
"16339","Multifamily Housing"
"16340","Multifamily Housing"
"16341","Multifamily Housing"
"16342","Hospital"
"16343","Multifamily Housing"
"16344","Multifamily Housing"
"16345","Senior Care"
"16346","Multifamily Housing"
"16347","College/University"
"16348","Multifamily Housing"
"16349","Multifamily Housing"
"16350","Multifamily Housing"
"16351","Other"
"16352","Multifamily Housing"
"16353","Retail"
"16354","Multifamily Housing"
"16355","Mall"
"16356","Multifamily Housing"
"16357","Multifamily Housing"
"16358","Multifamily Housing"
"16359","Multifamily Housing"
"16360","Other"
"16361","Multifamily Housing"
"16362","Multifamily Housing"
"16363","Multifamily Housing"
"16364","Multifamily Housing"
"16365","Warehouse"
"16366","Multifamily Housing"
"16367","Multifamily Housing"
"16368","Multifamily Housing"
"16369","Multifamily Housing"
"16370","Multifamily Housing"
"16371","Multifamily Housing"
"16372","Multifamily Housing"
"16373","Multifamily Housing"
"16374","Multifamily Housing"
"16375","Office"
"16376","Office"
"16377","Warehouse"
"16378","Multifamily Housing"
"16379","Bank/Financial Institution"
"16380","Multifamily Housing"
"16381","Multifamily Housing"
"16382","Multifamily Housing"
"16383","Multifamily Housing"
"16384","Multifamily Housing"
"16385","Multifamily Housing"
"16386","Multifamily Housing"
"16387","Multifamily Housing"
"16388","Multifamily Housing"
"16389","Multifamily Housing"
"16390","Multifamily Housing"
"16391","Multifamily Housing"
"16392","Multifamily Housing"
"16393","Multifamily Housing"
"16394","Multifamily Housing"
"16395","Multifamily Housing"
"16396","Multifamily Housing"
"16397","Multifamily Housing"
"16398","Multifamily Housing"
"16399","Multifamily Housing"
"16400","Office"
"16401","Multifamily Housing"
"16402","Multifamily Housing"
"16403","Multifamily Housing"
"16404","Multifamily Housing"
"16405","Multifamily Housing"
"16406","Multifamily Housing"
"16407","Office"
"16408","Multifamily Housing"
"16409","Multifamily Housing"
"16410","Multifamily Housing"
"16411","Multifamily Housing"
"16412","Multifamily Housing"
"16413","Multifamily Housing"
"16414","Multifamily Housing"
"16415","Multifamily Housing"
"16416","Multifamily Housing"
"16417","Multifamily Housing"
"16418","Multifamily Housing"
"16419","Multifamily Housing"
"16420","Multifamily Housing"
"16421","Multifamily Housing"
"16422","Multifamily Housing"
"16423","Multifamily Housing"
"16424","Multifamily Housing"
"16425","Multifamily Housing"
"16426","Multifamily Housing"
"16427","Multifamily Housing"
"16428","Multifamily Housing"
"16429","Multifamily Housing"
"16430","Multifamily Housing"
"16431","Multifamily Housing"
"16432","Multifamily Housing"
"16433","Multifamily Housing"
"16434","Multifamily Housing"
"16435","Entertainment"
"16436","Multifamily Housing"
"16437","Multifamily Housing"
"16438","Multifamily Housing"
"16439","Multifamily Housing"
"16440","Multifamily Housing"
"16441","Multifamily Housing"
"16442","Multifamily Housing"
"16443","Multifamily Housing"
"16444","Retail"
"16445","Multifamily Housing"
"16446","Retail"
"16447","Multifamily Housing"
"16448","Multifamily Housing"
"16449","Multifamily Housing"
"16450","Multifamily Housing"
"16451","Multifamily Housing"
"16452","Senior Care"
"16453","Multifamily Housing"
"16454","Multifamily Housing"
"16455","Multifamily Housing"
"16456","Office"
"16457","Multifamily Housing"
"16458","Multifamily Housing"
"16459","Multifamily Housing"
"16460","Multifamily Housing"
"16461","Multifamily Housing"
"16462","Multifamily Housing"
"16463","Multifamily Housing"
"16464","Multifamily Housing"
"16465","Multifamily Housing"
"16466","Multifamily Housing"
"16467","Multifamily Housing"
"16468","Multifamily Housing"
"16469","Multifamily Housing"
"16470","Multifamily Housing"
"16471","Multifamily Housing"
"16472","Multifamily Housing"
"16473","Multifamily Housing"
"16474","Multifamily Housing"
"16475","Multifamily Housing"
"16476","Multifamily Housing"
"16477","Multifamily Housing"
"16478","Senior Care"
"16479","Multifamily Housing"
"16480","Multifamily Housing"
"16481","Multifamily Housing"
"16482","Multifamily Housing"
"16483","Multifamily Housing"
"16484","Multifamily Housing"
"16485","Multifamily Housing"
"16486","Multifamily Housing"
"16487","Multifamily Housing"
"16488","Multifamily Housing"
"16489","Multifamily Housing"
"16490","Multifamily Housing"
"16491","Warehouse"
"16492","Office"
"16493","Other"
"16494","Education"
"16495","Warehouse"
"16496","Warehouse"
"16497","Multifamily Housing"
"16498","Multifamily Housing"
"16499","Warehouse"
"16500","Multifamily Housing"
"16501","Multifamily Housing"
"16502","Multifamily Housing"
"16503","Multifamily Housing"
"16504","Multifamily Housing"
"16505","Multifamily Housing"
"16506","Hotel"
"16507","Hotel"
"16508","Multifamily Housing"
"16509","Multifamily Housing"
"16510","Office"
"16511","Multifamily Housing"
"16512","Multifamily Housing"
"16513","Warehouse"
"16514","Office"
"16515","Retail"
"16516","Hotel"
"16517","Hotel"
"16518","Multifamily Housing"
"16519","Multifamily Housing"
"16520","Multifamily Housing"
"16521","Multifamily Housing"
"16522","Multifamily Housing"
"16523","Multifamily Housing"
"16524","Municipal"
"16525","Multifamily Housing"
"16526","Education"
"16527","Multifamily Housing"
"16528","Multifamily Housing"
"16529","Multifamily Housing"
"16530","Multifamily Housing"
"16531","Multifamily Housing"
"16532","Multifamily Housing"
"16533","Medical Office"
"16534","Multifamily Housing"
"16535","Multifamily Housing"
"16536","Multifamily Housing"
"16537","Multifamily Housing"
"16538","Multifamily Housing"
"16539","Multifamily Housing"
"16540","Multifamily Housing"
"16541","Multifamily Housing"
"16542","Multifamily Housing"
"16543","Multifamily Housing"
"16544","Education"
"16545","Senior Care"
"16546","Retail"
"16547","Supermarket"
"16548","Multifamily Housing"
"16549","Senior Care"
"16550","Multifamily Housing"
"16551","Multifamily Housing"
"16552","Multifamily Housing"
"16553","Office"
"16554","Multifamily Housing"
"16555","Multifamily Housing"
"16556","Multifamily Housing"
"16557","Multifamily Housing"
"16558","Multifamily Housing"
"16559","Mall"
"16560","Office"
"16561","Multifamily Housing"
"16562","Multifamily Housing"
"16563","Multifamily Housing"
"16564","Multifamily Housing"
"16565","Warehouse"
"16566","Warehouse"
"16567","Multifamily Housing"
"16568","Multifamily Housing"
"16569","Multifamily Housing"
"16570","Multifamily Housing"
"16571","Multifamily Housing"
"16572","Multifamily Housing"
"16573","Multifamily Housing"
"16574","Multifamily Housing"
"16575","Multifamily Housing"
"16576","Multifamily Housing"
"16577","Office"
"16578","Senior Care"
"16579","Hospital"
"16580","Multifamily Housing"
"16581","Multifamily Housing"
"16582","Multifamily Housing"
"16583","Multifamily Housing"
"16584","Multifamily Housing"
"16585","Multifamily Housing"
"16586","Multifamily Housing"
"16587","Multifamily Housing"
"16588","Multifamily Housing"
"16589","Multifamily Housing"
"16590","Multifamily Housing"
"16591","Office"
"16592","Multifamily Housing"
"16593","Multifamily Housing"
"16594","Multifamily Housing"
"16595","Multifamily Housing"
"16596","Multifamily Housing"
"16597","Multifamily Housing"
"16598","Multifamily Housing"
"16599","Multifamily Housing"
"16600","Multifamily Housing"
"16601","Multifamily Housing"
"16602","Multifamily Housing"
"16603","Multifamily Housing"
"16604","Multifamily Housing"
"16605","Multifamily Housing"
"16606","Multifamily Housing"
"16607","Multifamily Housing"
"16608","Multifamily Housing"
"16609","Multifamily Housing"
"16610","Multifamily Housing"
"16611","Multifamily Housing"
"16612","Multifamily Housing"
"16613","Multifamily Housing"
"16614","Multifamily Housing"
"16615","Multifamily Housing"
"16616","Multifamily Housing"
"16617","Multifamily Housing"
"16618","Multifamily Housing"
"16619","Multifamily Housing"
"16620","Warehouse"
"16621","Multifamily Housing"
"16622","Multifamily Housing"
"16623","Multifamily Housing"
"16624","Multifamily Housing"
"16625","Multifamily Housing"
"16626","Multifamily Housing"
"16627","Multifamily Housing"
"16628","Multifamily Housing"
"16629","Multifamily Housing"
"16630","Multifamily Housing"
"16631","Multifamily Housing"
"16632","Multifamily Housing"
"16633","Multifamily Housing"
"16634","Multifamily Housing"
"16635","Multifamily Housing"
"16636","Multifamily Housing"
"16637","Multifamily Housing"
"16638","Mall"
"16639","Multifamily Housing"
"16640","Multifamily Housing"
"16641","Multifamily Housing"
"16642","Multifamily Housing"
"16643","Multifamily Housing"
"16644","Multifamily Housing"
"16645","Multifamily Housing"
"16646","Multifamily Housing"
"16647","Other"
"16648","Multifamily Housing"
"16649","Multifamily Housing"
"16650","Multifamily Housing"
"16651","Multifamily Housing"
"16652","Multifamily Housing"
"16653","Multifamily Housing"
"16654","Multifamily Housing"
"16655","Multifamily Housing"
"16656","Multifamily Housing"
"16657","Multifamily Housing"
"16658","Multifamily Housing"
"16659","Multifamily Housing"
"16660","Multifamily Housing"
"16661","Multifamily Housing"
"16662","Multifamily Housing"
"16663","Multifamily Housing"
"16664","Multifamily Housing"
"16665","Multifamily Housing"
"16666","Multifamily Housing"
"16667","Multifamily Housing"
"16668","Multifamily Housing"
"16669","Multifamily Housing"
"16670","Multifamily Housing"
"16671","Multifamily Housing"
"16672","Multifamily Housing"
"16673","Multifamily Housing"
"16674","Multifamily Housing"
"16675","Multifamily Housing"
"16676","Multifamily Housing"
"16677","Multifamily Housing"
"16678","Multifamily Housing"
"16679","Multifamily Housing"
"16680","Multifamily Housing"
"16681","Multifamily Housing"
"16682","Multifamily Housing"
"16683","Office"
"16684","Other"
"16685","Warehouse"
"16686","Multifamily Housing"
"16687","Retail"
"16688","Multifamily Housing"
"16689","Warehouse"
"16690","Warehouse"
"16691","Office"
"16692","Education"
"16693","Retail"
"16694","Multifamily Housing"
"16695","Hospital"
"16696","Education"
"16697","Multifamily Housing"
"16698","Multifamily Housing"
"16699","Warehouse"
"16700","Other"
"16701","Other"
"16702","College/University"
"16703","Library"
"16704","Office"
"16705","Office"
"16706","College/University"
"16707","Education"
"16708","Office"
"16709","College/University"
"16710","College/University"
"16711","College/University"
"16712","Office"
"16713","Education"
"16714","Education"
"16715","Education"
"16716","College/University"
"16717","Education"
"16718","Education"
"16719","Education"
"16720","Office"
