"","x"
"29827","Medical Office"
"29828","Warehouse"
"29829","Office"
"29830","Other"
"29831","Office"
"29832","Office"
"29833","Hospital"
"29834","Warehouse"
"29835","Warehouse"
"29836","Office"
"29837","Medical Office"
"29838","Other"
"29839","Multifamily Housing"
"29840","Hospital"
"29841","Office"
"29842","Office"
"29843","Office"
"29844","Senior Care"
"29845","Senior Care"
"29846","Senior Care"
"29847","Senior Care"
"29848","Senior Care"
"29849","Retail"
"29850","Education"
"29851","Office"
"29852","Senior Care"
"29853","Education"
"29854","Senior Care"
"29855","Warehouse"
"29856","Hospital"
"29857","Multifamily Housing"
"29858","Senior Care"
"29859","Hospital"
"29860","Education"
"29861","Retail"
"29862","Multifamily Housing"
"29863","College/University"
"29864","Multifamily Housing"
"29865","Senior Care"
"29866","Retail"
"29867","Entertainment"
"29868","Senior Care"
"29869","Retail"
"29870","Senior Care"
"29871","Education"
"29872","Education"
"29873","Education"
"29874","College/University"
"29875","Senior Care"
"29876","Senior Care"
"29877","Senior Care"
"29878","Senior Care"
"29879","Education"
"29880","Office"
"29881","Other"
"29882","Office"
"29883","Office"
"29884","Warehouse"
"29885","Office"
"29886","Office"
"29887","Office"
"29888","Warehouse"
"29889","Education"
"29890","Education"
"29891","College/University"
"29892","Hotel"
"29893","Hotel"
"29894","Office"
"29895","Office"
"29896","Office"
"29897","Other"
"29898","Office"
"29899","Office"
"29900","Education"
"29901","Office"
"29902","Office"
"29903","Retail"
"29904","Education"
"29905","Office"
"29906","Office"
"29907","Other"
"29908","Multifamily Housing"
"29909","Senior Care"
"29910","Education"
"29911","Office"
"29912","Office"
"29913","Office"
"29914","Office"
"29915","Office"
"29916","Office"
"29917","Office"
"29918","Office"
"29919","Multifamily Housing"
"29920","Education"
"29921","Office"
"29922","Entertainment"
"29923","Warehouse"
"29924","Other"
"29925","Other"
"29926","Warehouse"
"29927","Warehouse"
"29928","Multifamily Housing"
"29929","Warehouse"
"29930","Warehouse"
"29931","Warehouse"
"29932","Warehouse"
"29933","Other"
"29934","Warehouse"
"29935","Warehouse"
"29936","Other"
"29937","Other"
"29938","Other"
"29939","Other"
"29940","Other"
"29941","Office"
"29942","Other"
"29943","Warehouse"
"29944","Other"
"29945","Other"
"29946","Other"
"29947","Warehouse"
"29948","Warehouse"
"29949","Warehouse"
"29950","Warehouse"
"29951","Other"
"29952","Multifamily Housing"
"29953","Warehouse"
"29954","Warehouse"
"29955","Warehouse"
"29956","Warehouse"
"29957","Multifamily Housing"
"29958","Warehouse"
"29959","Other"
"29960","Office"
"29961","Senior Care"
"29962","Medical Office"
"29963","Hospital"
"29964","Warehouse"
"29965","Warehouse"
"29966","Multifamily Housing"
"29967","Senior Care"
"29968","Multifamily Housing"
"29969","Other"
"29970","Warehouse"
"29971","Office"
"29972","Senior Care"
"29973","Warehouse"
"29974","Other"
"29975","Retail"
"29976","Hotel"
"29977","House of Worship"
"29978","Other"
"29979","Multifamily Housing"
"29980","Senior Care"
"29981","Other"
"29982","Warehouse"
"29983","Retail"
"29984","Supermarket"
"29985","Education"
"29986","Warehouse"
"29987","Warehouse"
"29988","Office"
"29989","Warehouse"
"29990","Warehouse"
"29991","College/University"
"29992","College/University"
"29993","College/University"
"29994","College/University"
"29995","Education"
"29996","Education"
"29997","Education"
"29998","Education"
"29999","Education"
"30000","Education"
"30001","Education"
"30002","Education"
"30003","Education"
"30004","Education"
"30005","Education"
"30006","Education"
"30007","Education"
"30008","Education"
"30009","Education"
"30010","Education"
"30011","Education"
"30012","Education"
"30013","Education"
"30014","Multifamily Housing"
"30015","Mall"
"30016","Multifamily Housing"
"30017","Other"
"30018","Library"
"30019","Warehouse"
"30020","Hotel"
"30021","Office"
"30022","Office"
"30023","Senior Care"
"30024","College/University"
"30025","Other"
"30026","Other"
"30027","Hospital"
"30028","Office"
"30029","Warehouse"
"30030","Warehouse"
"30031","Education"
"30032","Education"
"30033","Education"
"30034","Warehouse"
"30035","Education"
"30036","Other"
"30037","Warehouse"
"30038","Warehouse"
"30039","Warehouse"
"30040","Other"
"30041","Multifamily Housing"
"30042","Other"
"30043","Other"
"30044","Warehouse"
"30045","Multifamily Housing"
"30046","Multifamily Housing"
"30047","Other"
"30048","Other"
"30049","Other"
"30050","Warehouse"
"30051","Warehouse"
"30052","Warehouse"
"30053","Warehouse"
"30054","Other"
"30055","Warehouse"
"30056","Multifamily Housing"
"30057","Warehouse"
"30058","Warehouse"
"30059","Warehouse"
"30060","Other"
"30061","Warehouse"
"30062","Warehouse"
"30063","Warehouse"
"30064","Office"
"30065","Warehouse"
"30066","Multifamily Housing"
"30067","Other"
"30068","Other"
"30069","Office"
"30070","Supermarket"
"30071","Warehouse"
"30072","Warehouse"
"30073","Warehouse"
"30074","Warehouse"
"30075","Office"
"30076","Retail"
"30077","Warehouse"
"30078","Warehouse"
"30079","Warehouse"
"30080","Warehouse"
"30081","Multifamily Housing"
"30082","Other"
"30083","Senior Care"
"30084","Hospital"
"30085","Office"
"30086","Multifamily Housing"
"30087","Education"
"30088","Multifamily Housing"
"30089","Education"
"30090","Multifamily Housing"
"30091","Education"
"30092","Warehouse"
"30093","Warehouse"
"30094","House of Worship"
"30095","Warehouse"
"30096","Warehouse"
"30097","Other"
"30098","Warehouse"
"30099","Other"
"30100","Office"
"30101","Warehouse"
"30102","Warehouse"
"30103","House of Worship"
"30104","Multifamily Housing"
"30105","Multifamily Housing"
"30106","Multifamily Housing"
"30107","Multifamily Housing"
"30108","Education"
"30109","Multifamily Housing"
"30110","Multifamily Housing"
"30111","Multifamily Housing"
"30112","Multifamily Housing"
"30113","Retail"
"30114","Retail"
"30115","Retail"
"30116","Entertainment"
"30117","Warehouse"
"30118","Senior Care"
"30119","Hospital"
"30120","Education"
"30121","Multifamily Housing"
"30122","Warehouse"
"30123","Warehouse"
"30124","Senior Care"
"30125","Warehouse"
"30126","Office"
"30127","Retail"
"30128","Multifamily Housing"
"30129","Senior Care"
"30130","Education"
"30131","Education"
"30132","Office"
"30133","Multifamily Housing"
"30134","Other"
"30135","Senior Care"
"30136","Education"
"30137","Office"
"30138","Multifamily Housing"
"30139","Education"
"30140","Senior Care"
"30141","Other"
"30142","Senior Care"
"30143","Education"
"30144","Education"
"30145","Office"
"30146","Hospital"
"30147","Medical Office"
"30148","Office"
"30149","Hospital"
"30150","Hospital"
"30151","Hospital"
"30152","Education"
"30153","Education"
"30154","Multifamily Housing"
"30155","Hospital"
"30156","Warehouse"
"30157","Warehouse"
"30158","Restaurant"
"30159","Multifamily Housing"
"30160","House of Worship"
"30161","Senior Care"
"30162","Education"
"30163","Senior Care"
"30164","Senior Care"
"30165","Office"
"30166","Education"
"30167","Hospital"
"30168","Office"
"30169","Senior Care"
"30170","Multifamily Housing"
"30171","Senior Care"
"30172","Multifamily Housing"
"30173","Senior Care"
"30174","Senior Care"
"30175","Multifamily Housing"
"30176","Other"
"30177","Retail"
"30178","Hospital"
"30179","Office"
"30180","Other"
"30181","Retail"
"30182","Warehouse"
"30183","Warehouse"
"30184","Warehouse"
"30185","Warehouse"
"30186","Warehouse"
"30187","Multifamily Housing"
"30188","Multifamily Housing"
"30189","Senior Care"
"30190","Office"
"30191","Retail"
"30192","Retail"
"30193","Retail"
"30194","Retail"
"30195","Retail"
"30196","House of Worship"
"30197","Senior Care"
"30198","Senior Care"
"30199","Senior Care"
"30200","Warehouse"
"30201","Entertainment"
"30202","Warehouse"
"30203","Other"
"30204","Multifamily Housing"
"30205","Warehouse"
"30206","Other"
"30207","Office"
"30208","Other"
"30209","Warehouse"
"30210","Warehouse"
"30211","Office"
"30212","Warehouse"
"30213","Warehouse"
"30214","Warehouse"
"30215","Office"
"30216","Warehouse"
"30217","Other"
"30218","Warehouse"
"30219","Warehouse"
"30220","Mall"
"30221","Warehouse"
"30222","Retail"
"30223","House of Worship"
"30224","Warehouse"
"30225","Retail"
"30226","Warehouse"
"30227","Other"
"30228","Warehouse"
"30229","Office"
"30230","Office"
"30231","Medical Office"
"30232","Warehouse"
"30233","Other"
"30234","Warehouse"
"30235","Other"
"30236","Other"
"30237","Warehouse"
"30238","Office"
"30239","Office"
"30240","Other"
"30241","Other"
"30242","Office"
"30243","Office"
"30244","Other"
"30245","Warehouse"
"30246","Warehouse"
"30247","Warehouse"
"30248","Education"
"30249","Warehouse"
"30250","Office"
"30251","Other"
"30252","Other"
"30253","Warehouse"
"30254","Warehouse"
"30255","Warehouse"
"30256","Warehouse"
"30257","Warehouse"
"30258","Warehouse"
"30259","Retail"
"30260","Warehouse"
"30261","Warehouse"
"30262","Other"
"30263","Hotel"
"30264","Warehouse"
"30265","Other"
"30266","Office"
"30267","Warehouse"
"30268","Office"
"30269","Office"
"30270","Office"
"30271","Warehouse"
"30272","Office"
"30273","Office"
"30274","Office"
"30275","Office"
"30276","Other"
"30277","Other"
"30278","Other"
"30279","Office"
"30280","Education"
"30281","Warehouse"
"30282","Other"
"30283","Other"
"30284","Other"
"30285","Office"
"30286","Office"
"30287","Other"
"30288","Office"
"30289","Office"
"30290","Hotel"
"30291","Warehouse"
"30292","Warehouse"
"30293","Entertainment"
"30294","Other"
"30295","Other"
"30296","Warehouse"
"30297","Office"
"30298","Warehouse"
"30299","Warehouse"
"30300","Other"
"30301","Other"
"30302","Senior Care"
"30303","Warehouse"
"30304","Other"
"30305","Warehouse"
"30306","Warehouse"
"30307","Education"
"30308","Multifamily Housing"
"30309","Warehouse"
"30310","Warehouse"
"30311","Office"
"30312","Education"
"30313","Senior Care"
"30314","Retail"
"30315","Retail"
"30316","Senior Care"
"30317","Hotel"
"30318","Hotel"
"30319","Retail"
"30320","Office"
"30321","Education"
"30322","Multifamily Housing"
"30323","Office"
"30324","Office"
"30325","Office"
"30326","Senior Care"
"30327","Office"
"30328","Retail"
"30329","Retail"
"30330","Retail"
"30331","Office"
"30332","Retail"
"30333","Hospital"
"30334","Warehouse"
"30335","Retail"
"30336","Warehouse"
"30337","Warehouse"
"30338","Hotel"
"30339","Warehouse"
"30340","Other"
"30341","Warehouse"
"30342","Warehouse"
"30343","Warehouse"
"30344","Warehouse"
"30345","Warehouse"
"30346","Warehouse"
"30347","Other"
"30348","Other"
"30349","Warehouse"
"30350","Warehouse"
"30351","Warehouse"
"30352","Warehouse"
"30353","Warehouse"
"30354","Warehouse"
"30355","Warehouse"
"30356","Warehouse"
"30357","Warehouse"
"30358","Warehouse"
"30359","Warehouse"
"30360","Warehouse"
"30361","Warehouse"
"30362","Warehouse"
"30363","Other"
"30364","Other"
"30365","Other"
"30366","House of Worship"
"30367","Other"
"30368","Office"
"30369","Office"
"30370","Warehouse"
"30371","Multifamily Housing"
"30372","Multifamily Housing"
"30373","Retail"
"30374","Other"
"30375","Education"
"30376","Warehouse"
"30377","Other"
"30378","Warehouse"
"30379","Warehouse"
"30380","Retail"
"30381","Office"
"30382","Office"
"30383","Office"
"30384","Other"
"30385","Education"
"30386","Supermarket"
"30387","Retail"
"30388","Retail"
"30389","Mall"
"30390","Office"
"30391","Entertainment"
"30392","Mall"
"30393","Office"
"30394","Office"
"30395","Warehouse"
"30396","Other"
"30397","Other"
"30398","Office"
"30399","Hotel"
"30400","Senior Care"
"30401","Senior Care"
"30402","Retail"
"30403","Retail"
"30404","Multifamily Housing"
"30405","Office"
"30406","Hospital"
"30407","Retail"
"30408","Retail"
"30409","Retail"
"30410","Other"
"30411","Retail"
"30412","Retail"
"30413","Retail"
"30414","Supermarket"
"30415","Retail"
"30416","Multifamily Housing"
"30417","Multifamily Housing"
"30418","Entertainment"
"30419","Other"
"30420","Hospital"
"30421","Multifamily Housing"
"30422","Hospital"
"30423","Education"
"30424","College/University"
"30425","Other"
"30426","Office"
"30427","Library"
"30428","Other"
"30429","Office"
"30430","Office"
"30431","Office"
"30432","Office"
"30433","Office"
"30434","College/University"
"30435","Education"
"30436","Office"
"30437","College/University"
"30438","College/University"
"30439","College/University"
"30440","College/University"
"30441","College/University"
"30442","Office"
"30443","Education"
"30444","Education"
"30445","Education"
"30446","Restaurant"
"30447","College/University"
"30448","Education"
"30449","Education"
"30450","Education"
"30451","Office"
"30452","College/University"
"30453","Other"
"30454","Other"
"30455","Education"
"30456","House of Worship"
"30457","Other"
"30458","Office"
"30459","Retail"
"30460","Retail"
"30461","Other"
"30462","Retail"
"30463","Retail"
"30464","Retail"
"30465","Office"
"30466","Retail"
"30467","Hospital"
"30468","Hospital"
"30469","Other"
"30470","Warehouse"
"30471","Warehouse"
"30472","Warehouse"
"30473","Warehouse"
"30474","Warehouse"
"30475","Office"
"30476","Office"
"30477","Other"
"30478","Office"
"30479","Other"
"30480","Other"
"30481","Retail"
"30482","Retail"
"30483","Education"
"30484","Retail"
"30485","Retail"
"30486","Office"
"30487","House of Worship"
"30488","Senior Care"
"30489","Senior Care"
"30490","Other"
"30491","Warehouse"
"30492","Multifamily Housing"
"30493","Other"
"30494","Office"
"30495","Other"
"30496","Other"
"30497","Multifamily Housing"
"30498","Multifamily Housing"
"30499","Warehouse"
"30500","Warehouse"
"30501","Warehouse"
"30502","Warehouse"
"30503","Hospital"
"30504","Retail"
"30505","Hotel"
"30506","Hotel"
"30507","Hotel"
"30508","Hotel"
"30509","Hotel"
"30510","Hotel"
"30511","Multifamily Housing"
"30512","Multifamily Housing"
"30513","Hotel"
"30514","Warehouse"
"30515","Office"
"30516","Warehouse"
"30517","Senior Care"
"30518","Education"
"30519","Hospital"
"30520","Senior Care"
"30521","Hospital"
"30522","Senior Care"
"30523","Senior Care"
"30524","Warehouse"
"30525","Other"
"30526","Office"
"30527","Office"
"30528","Office"
"30529","Senior Care"
"30530","Office"
"30531","Senior Care"
"30532","Education"
"30533","Office"
"30534","Office"
"30535","Other"
"30536","College/University"
"30537","House of Worship"
"30538","Office"
"30539","College/University"
"30540","Office"
"30541","Library"
"30542","College/University"
"30543","Multifamily Housing"
"30544","Senior Care"
"30545","Retail"
"30546","Senior Care"
"30547","Office"
"30548","Mall"
"30549","Warehouse"
"30550","Warehouse"
"30551","Multifamily Housing"
"30552","Entertainment"
"30553","Retail"
"30554","Warehouse"
"30555","Office"
"30556","Office"
"30557","Office"
"30558","Hotel"
"30559","Office"
"30560","Hotel"
"30561","Office"
"30562","Data Center"
"30563","Office"
"30564","Office"
"30565","Education"
"30566","Mall"
"30567","Retail"
"30568","Retail"
"30569","Retail"
"30570","Retail"
"30571","Other"
"30572","Other"
"30573","Office"
"30574","Warehouse"
"30575","Education"
"30576","Education"
"30577","Office"
"30578","Retail"
"30579","Supermarket"
"30580","Education"
"30581","Other"
"30582","Retail"
"30583","Education"
"30584","Other"
"30585","Warehouse"
"30586","House of Worship"
"30587","Warehouse"
"30588","Office"
"30589","Office"
"30590","Office"
"30591","Hotel"
"30592","Office"
"30593","Education"
"30594","Hotel"
"30595","Office"
"30596","Hotel"
"30597","Office"
"30598","Office"
"30599","Office"
"30600","Office"
"30601","Office"
"30602","Office"
"30603","Education"
"30604","Office"
"30605","Office"
"30606","Office"
"30607","Hotel"
"30608","Office"
"30609","Office"
"30610","Office"
"30611","Office"
